DateTime,#Site,SamplingHeight,InstrumentId,co2
2017-06-17 01:00:00,SVB,150,464,399.605
2017-06-17 02:00:00,SVB,150,464,400.68800000000005
2017-06-17 03:00:00,SVB,150,464,401.53
2017-06-17 04:00:00,SVB,150,464,401.094
2017-06-17 05:00:00,SVB,150,464,400.31800000000004
2017-06-17 06:00:00,SVB,150,464,399.838
2017-06-17 07:00:00,SVB,150,464,399.70099999999996
2017-06-17 08:00:00,SVB,150,464,399.67699999999996
2017-06-17 09:00:00,SVB,150,464,399.83
2017-06-17 10:00:00,SVB,150,464,398.666
2017-06-17 11:00:00,SVB,150,464,400.46
2017-06-17 12:00:00,SVB,150,464,401.676
2017-06-17 13:00:00,SVB,150,464,398.80199999999996
2017-06-17 14:00:00,SVB,150,464,401.222
2017-06-17 15:00:00,SVB,150,464,400.598
2017-06-17 16:00:00,SVB,150,464,401.17400000000004
2017-06-17 17:00:00,SVB,150,464,402.833
2017-06-17 18:00:00,SVB,150,464,402.42
2017-06-17 19:00:00,SVB,150,464,403.671
2017-06-17 20:00:00,SVB,150,464,406.208
2017-06-17 21:00:00,SVB,150,464,404.721
2017-06-17 22:00:00,SVB,150,464,405.88199999999995
2017-06-17 23:00:00,SVB,150,464,407.05400000000003
2017-06-18 00:00:00,SVB,150,464,407.389
2017-06-18 01:00:00,SVB,150,464,407.774
2017-06-18 02:00:00,SVB,150,464,408.82800000000003
2017-06-18 03:00:00,SVB,150,464,408.31300000000005
2017-06-18 04:00:00,SVB,150,464,408.12199999999996
2017-06-18 05:00:00,SVB,150,464,406.11
2017-06-18 06:00:00,SVB,150,464,405.611
2017-06-18 07:00:00,SVB,150,464,404.983
2017-06-18 08:00:00,SVB,150,464,404.838
2017-06-18 09:00:00,SVB,150,464,404.17800000000005
2017-06-18 10:00:00,SVB,150,464,403.801
2017-06-18 11:00:00,SVB,150,464,404.531
2017-06-18 12:00:00,SVB,150,464,404.167
2017-06-18 13:00:00,SVB,150,464,403.95300000000003
2017-06-18 14:00:00,SVB,150,464,403.524
2017-06-18 15:00:00,SVB,150,464,403.744
2017-06-18 16:00:00,SVB,150,464,403.54400000000004
2017-06-18 17:00:00,SVB,150,464,403.952
2017-06-18 18:00:00,SVB,150,464,404.254
2017-06-18 19:00:00,SVB,150,464,405.00699999999995
2017-06-18 20:00:00,SVB,150,464,405.849
2017-06-18 21:00:00,SVB,150,464,406.30699999999996
2017-06-18 22:00:00,SVB,150,464,407.31199999999995
2017-06-18 23:00:00,SVB,150,464,407.695
2017-06-19 00:00:00,SVB,150,464,408.233
2017-06-19 01:00:00,SVB,150,464,408.593
2017-06-19 02:00:00,SVB,150,464,408.806
2017-06-19 03:00:00,SVB,150,464,408.478
2017-06-19 04:00:00,SVB,150,464,406.98400000000004
2017-06-19 05:00:00,SVB,150,464,406.194
2017-06-19 06:00:00,SVB,150,464,405.68800000000005
2017-06-19 07:00:00,SVB,150,464,405.4
2017-06-19 08:00:00,SVB,150,464,404.895
2017-06-19 09:00:00,SVB,150,464,404.406
2017-06-19 10:00:00,SVB,150,464,404.548
2017-06-19 11:00:00,SVB,150,464,404.47
2017-06-19 12:00:00,SVB,150,464,404.361
2017-06-19 13:00:00,SVB,150,464,403.976
2017-06-19 14:00:00,SVB,150,464,403.849
2017-06-19 15:00:00,SVB,150,464,404.04699999999997
2017-06-19 16:00:00,SVB,150,464,403.834
2017-06-19 17:00:00,SVB,150,464,403.214
2017-06-19 18:00:00,SVB,150,464,403.455
2017-06-19 19:00:00,SVB,150,464,403.754
2017-06-19 20:00:00,SVB,150,464,404.352
2017-06-19 21:00:00,SVB,150,464,404.76099999999997
2017-06-19 22:00:00,SVB,150,464,405.60400000000004
2017-06-19 23:00:00,SVB,150,464,406.41900000000004
2017-06-20 00:00:00,SVB,150,464,407.485
2017-06-20 01:00:00,SVB,150,464,408.288
2017-06-20 02:00:00,SVB,150,464,408.404
2017-06-20 03:00:00,SVB,150,464,408.916
2017-06-20 04:00:00,SVB,150,464,408.043
2017-06-20 05:00:00,SVB,150,464,406.846
2017-06-20 06:00:00,SVB,150,464,405.769
2017-06-20 07:00:00,SVB,150,464,404.42699999999996
2017-06-20 08:00:00,SVB,150,464,404.21
2017-06-20 09:00:00,SVB,150,464,404.44
2017-06-20 10:00:00,SVB,150,464,404.77099999999996
2017-06-20 11:00:00,SVB,150,464,404.333
2017-06-20 12:00:00,SVB,150,464,405.116
2017-06-20 13:00:00,SVB,150,464,404.48900000000003
2017-06-20 14:00:00,SVB,150,464,404.79699999999997
2017-06-20 15:00:00,SVB,150,464,404.80699999999996
2017-06-20 16:00:00,SVB,150,464,403.36199999999997
2017-06-20 17:00:00,SVB,150,464,403.631
2017-06-20 18:00:00,SVB,150,464,403.07
2017-06-20 19:00:00,SVB,150,464,403.55400000000003
2017-06-20 20:00:00,SVB,150,464,404.015
2017-06-20 21:00:00,SVB,150,464,405.277
2017-06-20 22:00:00,SVB,150,464,406.392
2017-06-20 23:00:00,SVB,150,464,407.04699999999997
2017-06-21 00:00:00,SVB,150,464,407.588
2017-06-21 01:00:00,SVB,150,464,408.62300000000005
2017-06-21 02:00:00,SVB,150,464,409.30699999999996
2017-06-21 03:00:00,SVB,150,464,408.526
2017-06-21 04:00:00,SVB,150,464,408.212
2017-06-21 05:00:00,SVB,150,464,407.74199999999996
2017-06-21 06:00:00,SVB,150,464,406.586
2017-06-21 07:00:00,SVB,150,464,406.149
2017-06-21 08:00:00,SVB,150,464,404.789
2017-06-21 09:00:00,SVB,150,464,404.088
2017-06-21 10:00:00,SVB,150,464,404.1
2017-06-21 11:00:00,SVB,150,464,403.24
2017-06-21 12:00:00,SVB,150,464,402.94
2017-06-21 13:00:00,SVB,150,464,402.945
2017-06-21 14:00:00,SVB,150,464,403.111
2017-06-21 15:00:00,SVB,150,464,402.32099999999997
2017-06-21 16:00:00,SVB,150,464,404.74199999999996
2017-06-21 17:00:00,SVB,150,464,404.265
2017-06-21 18:00:00,SVB,150,464,405.06300000000005
2017-06-21 19:00:00,SVB,150,464,405.29
2017-06-21 20:00:00,SVB,150,464,405.445
2017-06-21 21:00:00,SVB,150,464,405.212
2017-06-21 22:00:00,SVB,150,464,405.214
2017-06-21 23:00:00,SVB,150,464,405.501
2017-06-22 00:00:00,SVB,150,464,405.565
2017-06-22 01:00:00,SVB,150,464,408.125
2017-06-22 02:00:00,SVB,150,464,410.713
2017-06-22 03:00:00,SVB,150,464,410.01599999999996
2017-06-22 04:00:00,SVB,150,464,410.44199999999995
2017-06-22 05:00:00,SVB,150,464,409.074
2017-06-22 06:00:00,SVB,150,464,408.38800000000003
2017-06-22 07:00:00,SVB,150,464,408.017
2017-06-22 08:00:00,SVB,150,464,407.534
2017-06-22 09:00:00,SVB,150,464,407.51199999999994
2017-06-22 10:00:00,SVB,150,464,406.83
2017-06-22 11:00:00,SVB,150,464,405.844
2017-06-22 12:00:00,SVB,150,464,405.63
2017-06-22 13:00:00,SVB,150,464,405.845
2017-06-22 14:00:00,SVB,150,464,405.555
2017-06-22 15:00:00,SVB,150,464,405.17699999999996
2017-06-22 16:00:00,SVB,150,464,405.24
2017-06-22 17:00:00,SVB,150,464,405.01300000000003
2017-06-22 18:00:00,SVB,150,464,404.853
2017-06-22 19:00:00,SVB,150,464,404.43300000000005
2017-06-22 20:00:00,SVB,150,464,404.085
2017-06-22 21:00:00,SVB,150,464,404.59
2017-06-22 22:00:00,SVB,150,464,406.32800000000003
2017-06-22 23:00:00,SVB,150,464,406.541
2017-06-23 00:00:00,SVB,150,464,406.723
