index	date	time	Signal_raw_Z	Signal_ref_Z	Runtime_Z
51	24.03.2018	02:20:07	22281.00	11973.00	1648291.00
51	24.03.2018	02:20:17	22280.00	11972.00	1648301.00
51	24.03.2018	02:20:27	22280.00	11973.00	1648311.00
52	24.03.2018	10:51:07	22278.00	11972.00	1678951.00
52	24.03.2018	10:51:17	22279.00	11972.00	1678961.00
52	24.03.2018	10:51:27	22278.00	11972.00	1678971.00
52	24.03.2018	10:51:37	22279.00	11972.00	1678981.00
52	24.03.2018	10:51:47	22278.00	11972.00	1678991.00
52	24.03.2018	10:51:57	22277.00	11972.00	1679001.00
52	24.03.2018	10:52:07	22277.00	11972.00	1679011.00
52	24.03.2018	10:52:17	22278.00	11972.00	1679021.00
52	24.03.2018	10:52:27	22279.00	11972.00	1679031.00
53	24.03.2018	19:23:07	22279.00	11973.00	1709671.00
53	24.03.2018	19:23:17	22280.00	11973.00	1709681.00
53	24.03.2018	19:23:27	22279.00	11972.00	1709691.00
53	24.03.2018	19:23:37	22280.00	11973.00	1709701.00
53	24.03.2018	19:23:47	22278.00	11972.00	1709711.00
53	24.03.2018	19:23:57	22278.00	11972.00	1709721.00
53	24.03.2018	19:24:07	22279.00	11973.00	1709731.00
53	24.03.2018	19:24:17	22279.00	11973.00	1709741.00
53	24.03.2018	19:24:27	22279.00	11973.00	1709751.00
54	25.03.2018	03:55:07	22277.00	11971.00	1740391.00
54	25.03.2018	03:55:17	22276.00	11970.00	1740401.00
54	25.03.2018	03:55:27	22276.00	11970.00	1740411.00
54	25.03.2018	03:55:37	22276.00	11970.00	1740421.00
54	25.03.2018	03:55:47	22277.00	11970.00	1740431.00
54	25.03.2018	03:55:57	22279.00	11972.00	1740441.00
54	25.03.2018	03:56:07	22279.00	11973.00	1740451.00
54	25.03.2018	03:56:17	22281.00	11973.00	1740461.00
54	25.03.2018	03:56:27	22279.00	11972.00	1740471.00
55	25.03.2018	12:27:07	22278.00	11972.00	1771111.00
55	25.03.2018	12:27:17	22276.00	11971.00	1771121.00
55	25.03.2018	12:27:27	22277.00	11971.00	1771131.00
55	25.03.2018	12:27:37	22276.00	11971.00	1771141.00
55	25.03.2018	12:27:47	22278.00	11971.00	1771151.00
55	25.03.2018	12:27:57	22279.00	11972.00	1771161.00
55	25.03.2018	12:28:07	22278.00	11972.00	1771171.00
55	25.03.2018	12:28:17	22278.00	11972.00	1771181.00
55	25.03.2018	12:28:27	22279.00	11972.00	1771191.00
56	25.03.2018	21:16:38	22278.00	11971.00	1801831.00
56	25.03.2018	21:16:48	22278.00	11972.00	1801841.00
56	25.03.2018	21:16:58	22279.00	11972.00	1801851.00
56	25.03.2018	21:17:08	22278.00	11971.00	1801861.00
56	25.03.2018	21:17:18	22278.00	11971.00	1801871.00
56	25.03.2018	21:17:28	22277.00	11971.00	1801881.00
56	25.03.2018	21:17:38	22280.00	11973.00	1801891.00
56	25.03.2018	21:17:48	22278.00	11971.00	1801901.00
56	25.03.2018	21:17:58	22280.00	11972.00	1801911.00
57	26.03.2018	05:48:38	22277.00	11971.00	1832551.00
57	26.03.2018	05:48:48	22277.00	11971.00	1832561.00
57	26.03.2018	05:48:58	22277.00	11971.00	1832571.00
57	26.03.2018	05:49:08	22278.00	11971.00	1832581.00
57	26.03.2018	05:49:18	22276.00	11970.00	1832591.00
57	26.03.2018	05:49:28	22277.00	11971.00	1832601.00
57	26.03.2018	05:49:38	22277.00	11971.00	1832611.00
57	26.03.2018	05:49:48	22276.00	11971.00	1832621.00
57	26.03.2018	05:49:58	22276.00	11970.00	1832631.00
58	26.03.2018	14:20:38	22278.00	11971.00	1863271.00
58	26.03.2018	14:20:48	22277.00	11971.00	1863281.00
58	26.03.2018	14:20:58	22278.00	11971.00	1863291.00
58	26.03.2018	14:21:08	22279.00	11971.00	1863301.00
58	26.03.2018	14:21:18	22278.00	11971.00	1863311.00
58	26.03.2018	14:21:28	22277.00	11971.00	1863321.00
58	26.03.2018	14:21:38	22277.00	11970.00	1863331.00
58	26.03.2018	14:21:48	22277.00	11970.00	1863341.00
58	26.03.2018	14:21:58	22276.00	11970.00	1863351.00
59	26.03.2018	23:11:04	22280.00	11972.00	1893991.00
59	26.03.2018	23:11:14	22279.00	11972.00	1894001.00
59	26.03.2018	23:11:24	22278.00	11972.00	1894011.00
59	26.03.2018	23:11:34	22278.00	11971.00	1894021.00
59	26.03.2018	23:11:44	22279.00	11972.00	1894031.00
59	26.03.2018	23:11:54	22278.00	11972.00	1894041.00
59	26.03.2018	23:12:04	22279.00	11972.00	1894051.00
59	26.03.2018	23:12:14	22279.00	11972.00	1894061.00
59	26.03.2018	23:12:24	22278.00	11972.00	1894071.00
60	27.03.2018	07:43:05	22278.00	11971.00	1924711.00
60	27.03.2018	07:43:14	22277.00	11970.00	1924721.00
60	27.03.2018	07:43:24	22279.00	11971.00	1924731.00
60	27.03.2018	07:43:34	22278.00	11971.00	1924741.00
60	27.03.2018	07:43:44	22277.00	11971.00	1924751.00
60	27.03.2018	07:43:54	22277.00	11970.00	1924761.00
60	27.03.2018	07:44:04	22276.00	11970.00	1924771.00
60	27.03.2018	07:44:14	22276.00	11970.00	1924781.00
60	27.03.2018	07:44:24	22278.00	11971.00	1924791.00
61	27.03.2018	16:15:04	22276.00	11970.00	1955431.00
61	27.03.2018	16:15:14	22275.00	11969.00	1955441.00
61	27.03.2018	16:15:24	22275.00	11969.00	1955451.00
61	27.03.2018	16:15:34	22274.00	11969.00	1955461.00
61	27.03.2018	16:15:44	22275.00	11969.00	1955471.00
61	27.03.2018	16:15:55	22276.00	11970.00	1955481.00
61	27.03.2018	16:16:04	22276.00	11970.00	1955491.00
61	27.03.2018	16:16:14	22275.00	11969.00	1955501.00
61	27.03.2018	16:16:24	22276.00	11970.00	1955511.00
62	28.03.2018	00:47:04	22275.00	11970.00	1986151.00
62	28.03.2018	00:47:14	22274.00	11969.00	1986161.00
62	28.03.2018	00:47:24	22275.00	11970.00	1986171.00
62	28.03.2018	00:47:34	22276.00	11970.00	1986181.00
62	28.03.2018	00:47:44	22276.00	11970.00	1986191.00
62	28.03.2018	00:47:54	22275.00	11970.00	1986201.00
62	28.03.2018	00:48:04	22275.00	11969.00	1986211.00
62	28.03.2018	00:48:14	22274.00	11969.00	1986221.00
62	28.03.2018	00:48:24	22274.00	11969.00	1986231.00
63	28.03.2018	09:19:04	22278.00	11972.00	2016871.00
63	28.03.2018	09:19:14	22278.00	11971.00	2016881.00
63	28.03.2018	09:19:24	22278.00	11971.00	2016891.00
63	28.03.2018	09:19:34	22277.00	11971.00	2016901.00
63	28.03.2018	09:19:44	22277.00	11971.00	2016911.00
63	28.03.2018	09:19:54	22278.00	11971.00	2016921.00
63	28.03.2018	09:20:04	22278.00	11971.00	2016931.00
63	28.03.2018	09:20:14	22278.00	11971.00	2016941.00
63	28.03.2018	09:20:24	22277.00	11971.00	2016951.00
64	28.03.2018	17:51:04	22279.00	11972.00	2047591.00
64	28.03.2018	17:51:14	22278.00	11971.00	2047601.00
64	28.03.2018	17:51:24	22278.00	11971.00	2047611.00
64	28.03.2018	17:51:34	22279.00	11972.00	2047621.00
64	28.03.2018	17:51:44	22279.00	11972.00	2047631.00
64	28.03.2018	17:51:54	22278.00	11972.00	2047641.00
64	28.03.2018	17:52:04	22278.00	11971.00	2047651.00
64	28.03.2018	17:52:14	22278.00	11971.00	2047661.00
64	28.03.2018	17:52:24	22279.00	11972.00	2047671.00
65	29.03.2018	02:23:04	22278.00	11971.00	2078311.00
65	29.03.2018	02:23:14	22277.00	11970.00	2078321.00
65	29.03.2018	02:23:24	22277.00	11971.00	2078331.00
65	29.03.2018	02:23:34	22277.00	11970.00	2078341.00
65	29.03.2018	02:23:44	22276.00	11970.00	2078351.00
65	29.03.2018	02:23:55	22276.00	11970.00	2078361.00
65	29.03.2018	02:24:04	22277.00	11970.00	2078371.00
65	29.03.2018	02:24:14	22277.00	11971.00	2078381.00
65	29.03.2018	02:24:24	22277.00	11971.00	2078391.00
66	29.03.2018	11:15:49	22277.00	11971.00	2109031.00
66	29.03.2018	11:15:59	22277.00	11971.00	2109041.00
66	29.03.2018	11:16:09	22277.00	11970.00	2109051.00
66	29.03.2018	11:16:19	22276.00	11970.00	2109061.00
66	29.03.2018	11:16:29	22276.00	11970.00	2109071.00
66	29.03.2018	11:16:39	22277.00	11971.00	2109081.00
66	29.03.2018	11:16:49	22277.00	11971.00	2109091.00
66	29.03.2018	11:16:59	22277.00	11970.00	2109101.00
66	29.03.2018	11:17:09	22277.00	11970.00	2109111.00
67	29.03.2018	19:47:49	22278.00	11971.00	2139751.00
67	29.03.2018	19:47:59	22278.00	11971.00	2139761.00
67	29.03.2018	19:48:09	22278.00	11971.00	2139771.00
67	29.03.2018	19:48:19	22279.00	11971.00	2139781.00
67	29.03.2018	19:48:29	22279.00	11971.00	2139791.00
67	29.03.2018	19:48:39	22278.00	11971.00	2139801.00
67	29.03.2018	19:48:49	22278.00	11971.00	2139811.00
67	29.03.2018	19:48:59	22278.00	11971.00	2139821.00
67	29.03.2018	19:49:09	22278.00	11971.00	2139831.00
68	30.03.2018	04:19:49	22280.00	11972.00	2170471.00
68	30.03.2018	04:19:59	22280.00	11972.00	2170481.00
68	30.03.2018	04:20:09	22280.00	11972.00	2170491.00
68	30.03.2018	04:20:19	22279.00	11971.00	2170501.00
68	30.03.2018	04:20:29	22280.00	11971.00	2170511.00
68	30.03.2018	04:20:39	22279.00	11971.00	2170521.00
68	30.03.2018	04:20:49	22279.00	11971.00	2170531.00
68	30.03.2018	04:20:59	22281.00	11972.00	2170541.00
68	30.03.2018	04:21:09	22278.00	11971.00	2170551.00
69	30.03.2018	12:51:49	22280.00	11972.00	2201191.00
69	30.03.2018	12:51:59	22280.00	11972.00	2201201.00
69	30.03.2018	12:52:09	22280.00	11972.00	2201211.00
69	30.03.2018	12:52:19	22280.00	11972.00	2201221.00
69	30.03.2018	12:52:29	22282.00	11974.00	2201231.00
69	30.03.2018	12:52:39	22280.00	11972.00	2201241.00
69	30.03.2018	12:52:49	22282.00	11973.00	2201251.00
69	30.03.2018	12:52:59	22282.00	11973.00	2201261.00
69	30.03.2018	12:53:09	22281.00	11973.00	2201271.00
70	30.03.2018	21:23:49	22279.00	11972.00	2231911.00
70	30.03.2018	21:23:59	22280.00	11972.00	2231921.00
70	30.03.2018	21:24:09	22281.00	11972.00	2231931.00
70	30.03.2018	21:24:19	22280.00	11972.00	2231941.00
70	30.03.2018	21:24:29	22280.00	11972.00	2231951.00
70	30.03.2018	21:24:39	22280.00	11972.00	2231961.00
70	30.03.2018	21:24:49	22278.00	11971.00	2231971.00
70	30.03.2018	21:24:59	22280.00	11971.00	2231981.00
70	30.03.2018	21:25:09	22280.00	11972.00	2231991.00
71	31.03.2018	05:55:49	22280.00	11972.00	2262631.00
71	31.03.2018	05:55:59	22280.00	11972.00	2262641.00
71	31.03.2018	05:56:09	22280.00	11972.00	2262651.00
71	31.03.2018	05:56:19	22280.00	11972.00	2262661.00
71	31.03.2018	05:56:29	22279.00	11971.00	2262671.00
71	31.03.2018	05:56:39	22281.00	11972.00	2262681.00
71	31.03.2018	05:56:49	22281.00	11973.00	2262691.00
71	31.03.2018	06:19:24	22271.00	11966.00	2262701.00
71	31.03.2018	06:19:34	22271.00	11966.00	2262711.00
72	31.03.2018	14:50:14	22277.00	11970.00	2293351.00
72	31.03.2018	14:50:24	22276.00	11970.00	2293361.00
72	31.03.2018	14:50:34	22277.00	11970.00	2293371.00
72	31.03.2018	14:50:44	22277.00	11970.00	2293381.00
72	31.03.2018	14:50:54	22277.00	11970.00	2293391.00
72	31.03.2018	14:51:04	22277.00	11970.00	2293401.00
72	31.03.2018	14:51:14	22277.00	11970.00	2293411.00
72	31.03.2018	14:51:24	22277.00	11970.00	2293421.00
72	31.03.2018	14:51:34	22277.00	11971.00	2293431.00
73	31.03.2018	23:22:14	22278.00	11971.00	2324071.00
73	31.03.2018	23:22:24	22277.00	11971.00	2324081.00
73	31.03.2018	23:22:34	22278.00	11971.00	2324091.00
73	31.03.2018	23:22:44	22278.00	11971.00	2324101.00
73	31.03.2018	23:22:54	22278.00	11971.00	2324111.00
73	31.03.2018	23:23:04	22279.00	11971.00	2324121.00
73	31.03.2018	23:23:14	22278.00	11971.00	2324131.00
73	31.03.2018	23:23:24	22277.00	11970.00	2324141.00
73	31.03.2018	23:23:34	22277.00	11971.00	2324151.00
74	01.04.2018	07:54:14	22278.00	11971.00	2354791.00
74	01.04.2018	07:54:24	22278.00	11971.00	2354801.00
74	01.04.2018	07:54:34	22278.00	11971.00	2354811.00
74	01.04.2018	07:54:44	22278.00	11971.00	2354821.00
74	01.04.2018	07:54:54	22278.00	11971.00	2354831.00
74	01.04.2018	07:55:04	22278.00	11971.00	2354841.00
74	01.04.2018	07:55:14	22278.00	11971.00	2354851.00
74	01.04.2018	07:55:24	22278.00	11971.00	2354861.00
74	01.04.2018	07:55:34	22278.00	11971.00	2354871.00
