date,time,doy,H_PI_1_1_1,LE_PI_1_1_1,FC_PI_1_1_1,USTAR_1_1_1,WS_1_1_1,WD_1_1_1,FC_PI_f_1_1_1,LE_PI_f_1_1_1,H_PI_f_1_1_1,MO_LENGTH_1_1_1,V_SIGMA_1_1_1,SW_IN_1_1_1,VPD_PI_1_1_1,TA_1_1_1,TS_1_1_1,RECO_PI_1_1_1,GPP_PI_1_1_1
dd/mm/yyyy,hh:mm,-,Wm-2,Wm-2,umolm-2s-1  ,ms-1,ms-1,deg,umolm-2s-1  ,Wm-2,Wm-2,m,ms-1,Wm-2,hPa,C,C,umolm-2s-1,umolm-2s-1
01/01/2016,00:30,1.02,-6.564139,-2.887627,0.66957,0.297459,2.079571,128.429291,2.22481,-2.8876,-6.564139,348.087006,0.388872,0,0,1.148005,4.162,1.72707,-0.49774
01/01/2016,01:00,1.041,0.850964,1.159313,1.285457,0.326406,1.743376,145.325195,2.22481,1.1593,-0.679507,-3547.694092,0.403096,0,0,1.178381,4.16,1.72881,-0.496
01/01/2016,01:30,1.062,-7.408118,1.146053,0.949042,0.237042,1.771888,130.852722,2.22481,1.1461,-7.408118,156.082581,0.380246,0,0,1.174355,4.16,1.72858,-0.49623
01/01/2016,02:00,1.083,-9.037174,1.325097,0.872917,0.285745,1.918055,130.976059,2.22481,1.3251,-9.037174,224.126846,0.288826,0,0,1.205958,4.164,1.7304,-0.49441
01/01/2016,02:30,1.104,-3.851692,-1.180118,1.090443,0.24436,1.656996,114.405556,2.2423353,-1.1801,-3.851692,328.879272,0.217521,0,0,1.349122,4.172,1.73862,-0.50371
01/01/2016,03:00,1.124,-4.926203,1.134368,1.104576,0.321561,1.880952,115.132111,2.3408324,1.1344,-4.926203,585.981079,0.385213,0,0,1.569055,4.176,1.75124,-0.58959
01/01/2016,03:30,1.145,-3.666183,-0.320287,1.042259,0.292295,1.922196,114.75013,2.3259409,-0.32029,-3.666183,591.36438,0.291255,0,0,1.587406,4.178,1.75229,-0.57365
01/01/2016,04:00,1.166,-8.773351,-0.836035,1.037765,0.265573,1.788719,111.017143,2.194468,-0.83603,-8.773351,185.351395,0.262776,0,0,1.645488,4.186,1.75562,-0.43885
01/01/2016,04:30,1.187,-0.955732,0.83715,1.362628,0.298868,1.604889,112.780624,2.1055785,0.83715,-0.955732,2425.021729,0.199826,0,0,1.664785,4.19,1.75672,-0.34886
01/01/2016,05:00,1.208,-4.702301,-0.978239,1.168115,0.185654,1.322971,110.489792,2.1184482,-0.97824,-4.702301,118.145363,0.217321,0,0,1.684083,4.198,1.75783,-0.36062
01/01/2016,05:30,1.229,-0.795395,-0.559149,1.229208,0.164215,1.218172,108.547577,2.0875517,-0.55915,-0.795395,483.3591,0.207951,0,0,1.658069,4.204,1.75634,-0.33121
01/01/2016,06:00,1.249,-9.134074,-4.080706,1.309641,0.20365,1.237042,116.388588,1.9844525,-4.0807,-9.134074,80.28096,0.153286,0,0,1.846408,4.211,1.76711,-0.21734
01/01/2016,06:30,1.27,-3.317131,0.270074,0.644319,0.159696,1.075087,138.25563,2.3397736,0.27007,-3.317131,106.599915,0.527751,0,0,2.163395,4.214,1.7852,-0.55457
01/01/2016,07:00,1.291,5.10647,-5.343116,2.421564,0.267655,1.380429,88.642662,2.0198231,-5.3431,1.533776,-326.010071,0.164952,0,0,1.868259,4.22,1.76836,-0.25146
01/01/2016,07:30,1.312,3.437211,-0.999765,1.176323,0.24468,1.713523,83.764786,1.9660538,-0.99977,3.437211,-370.001465,0.157221,0,0,1.600934,4.23,1.75307,-0.21299
01/01/2016,08:00,1.333,1.545769,-2.569717,1.201834,0.271777,1.975014,94.072289,1.9502082,-2.5697,1.545769,-1127.477173,0.199946,0,0,1.654758,4.238,1.75615,-0.19406
01/01/2016,08:30,1.354,2.924749,-3.335595,2.219496,0.355512,2.179774,90.259636,1.8492924,-3.3356,2.924749,-1333.81189,0.392449,0,0,1.776219,4.241,1.7631,-0.086194
01/01/2016,09:00,1.374,1.283719,-1.063779,1.234595,0.32551,2.020682,100.75116,2.0206887,-1.0638,2.585294,-2332.655273,0.279699,0.950904,0,1.929178,4.255,1.77184,-0.24885
01/01/2016,09:30,1.395,0.747418,-1.352125,1.116365,0.335041,1.867942,98.228882,2.1013115,-1.3521,0.747418,-4368.785156,0.331685,7.002617,0,2.104651,4.262,1.78185,-0.31946
01/01/2016,10:00,1.416,4.519064,-3.051537,1.89944,0.451367,2.477465,91.780319,2.1297858,3.4717,4.519064,-1766.780884,0.572302,17.06363,0,2.296205,4.271,1.79276,-0.33702
01/01/2016,10:30,1.437,11.829313,-2.918694,1.633371,0.494805,2.230608,96.83596,1.633371,-2.9187,11.829313,-889.190186,0.549963,31.77517,0,2.563892,4.269,1.80798,0.1746
01/01/2016,11:00,1.458,12.960326,-3.446163,0.917575,0.568696,2.595328,93.388535,0.917575,-3.4462,12.960326,-1232.223145,0.827531,55.16047,0,2.886387,4.255,1.82625,0.90868
01/01/2016,11:30,1.479,23.409571,3.288345,-0.97948,0.529855,1.920357,106.537361,-0.97948,3.2883,23.409571,-551.756287,0.619307,44.71305,0,3.024984,4.252,1.83409,2.8136
01/01/2016,12:00,1.499,15.490141,1.523025,0.365518,0.464509,2.390101,104.120445,0.365518,1.523,15.490141,-561.8255,0.95404,42.89717,0,3.101908,4.264,1.83843,1.4729
01/01/2016,12:30,1.52,2.174197,2.049179,-0.270098,0.339283,1.813109,149.782013,1.0133666,2.0492,2.174197,-1559.768799,0.583128,30.34541,0,3.108436,4.274,1.8388,0.82543
01/01/2016,13:00,1.541,3.026699,1.692618,0.3867,0.250541,1.51321,115.21962,0.3867,1.6926,3.026699,-451.170898,0.264562,23.38789,0,3.142496,4.288,1.84072,1.454
01/01/2016,13:30,1.562,17.46328,2.643756,0.16953,0.33244,1.308751,105.919609,0.16953,2.6438,17.46328,-182.67868,0.255155,23.35849,0,3.120924,4.291,1.8395,1.67
01/01/2016,14:00,1.583,17.960709,2.986303,0.400042,0.206388,0.851759,112.687874,0.400042,2.9863,17.960709,-42.501595,0.093026,14.29886,0,3.163688,4.286,1.84192,1.4419
01/01/2016,14:30,1.604,12.764424,9.584352,1.984522,0.275838,1.084785,90.663673,1.984522,9.5844,12.764424,-142.771057,0.161672,13.05925,0,3.192828,4.295,1.84356,-0.14096
01/01/2016,15:00,1.624,10.85182,-0.776863,1.964367,0.321888,1.622186,87.299965,1.9027795,1.6292,10.85182,-266.862976,0.307931,8.483353,0,3.19841,4.305,1.84388,-0.058902
01/01/2016,15:30,1.645,28.565571,9.630262,4.242521,0.541215,2.171231,81.045868,4.242521,9.6303,28.565571,-481.874756,0.573357,2.863726,0,3.015717,4.318,1.83356,-2.409
01/01/2016,16:00,1.666,23.390003,5.934033,2.093415,0.548109,2.080729,89.184494,2.093415,5.934,23.390003,-611.258728,0.675452,0,0,2.688362,4.327,1.81504,-0.27838
01/01/2016,16:30,1.687,18.693241,3.286987,2.263919,0.524184,2.180142,94.910088,2.263919,3.287,18.693241,-668.976013,0.789987,0,0,2.489774,4.341,1.80377,-0.46015
01/01/2016,17:00,1.708,17.512764,3.366215,1.75651,0.486424,2.165533,92.833794,1.75651,3.3662,17.512764,-570.592773,0.70867,0,0,2.280968,4.368,1.7919,0.035385
01/01/2016,17:30,1.729,22.015907,9.597699,3.316716,0.539542,2.260261,81.39386,3.316716,9.5977,22.015907,-619.386719,0.786841,0,0,1.985593,4.385,1.77506,-1.5417
01/01/2016,18:00,1.749,19.816992,5.157985,2.602843,0.521958,2.6783,75.977509,2.602843,5.158,19.816992,-622.983826,0.745719,0,0,1.568548,4.399,1.75121,-0.85163
01/01/2016,18:30,1.77,17.695255,4.339282,2.174839,0.538558,2.446776,78.98333,2.174839,4.3393,17.695255,-766.36145,0.764166,0,0,1.216405,4.396,1.731,-0.44384
01/01/2016,19:00,1.791,6.101136,7.175189,2.345101,0.641691,3.011532,77.369637,2.345101,7.1752,6.101136,-3759.632568,0.988227,0,0,0.909866,4.409,1.71335,-0.63175
01/01/2016,19:30,1.812,5.055009,6.375144,0.999475,0.589659,2.996583,72.735268,0.999475,6.3751,5.055009,-3520.871582,0.886974,0,0,0.713738,4.438,1.70204,0.70256
01/01/2016,20:00,1.833,9.305122,12.845758,3.582314,0.706003,2.737723,72.993614,3.582314,12.846,9.305122,-3282.916992,0.900841,0,0,0.533789,4.429,1.69164,-1.8907
01/01/2016,20:30,1.854,9.032556,6.943959,2.711803,0.634801,2.297134,83.696754,2.711803,6.944,9.032556,-2458.415771,0.757048,0,0,0.335956,4.406,1.68019,-1.0316
01/01/2016,21:00,1.874,3.507949,11.101192,3.218546,0.646965,2.677306,83.243118,3.218546,11.101,3.507949,-6700.914551,0.896446,0,0,0.132921,4.406,1.66841,-1.5501
01/01/2016,21:30,1.895,3.389316,10.671083,2.694856,0.64536,2.771104,79.738113,2.694856,10.671,3.389316,-6883.846191,1.039098,0,0,0.006426,4.409,1.66107,-1.0338
01/01/2016,22:00,1.916,8.005589,12.308553,2.745529,0.56841,2.173258,85.525192,2.745529,12.309,8.005589,-1991.246094,0.652559,0,0,-0.047975,4.409,1.65791,-1.0876
01/01/2016,22:30,1.937,2.469558,7.278135,1.513987,0.528345,2.035891,81.286949,1.513987,7.2781,2.469558,-5183.957031,0.611396,0,0,-0.134355,4.402,1.65288,0.1389
01/01/2016,23:00,1.958,-5.614754,16.614298,2.531318,0.526853,2.182897,76.285744,2.531318,16.614,-5.614754,2260.801514,0.599256,0,0,-0.156211,4.389,1.65161,-0.87971
01/01/2016,23:30,1.979,-3.384256,8.315946,1.895322,0.502468,2.456172,73.326729,1.895322,8.3159,-3.384256,3253.735352,0.753333,0,0,-0.174945,4.381,1.65052,-0.2448
02/01/2016,00:00,2,-13.028629,11.937595,1.721894,0.643979,3.156278,79.32209,1.721894,11.938,-13.028629,1779.202393,1.12503,0,0,-0.188284,4.385,1.64974,-0.07215
02/01/2016,00:30,2.02,-35.197735,35.465073,2.793776,0.818458,3.812006,86.96302,2.793776,35.465,-35.197735,1351.942749,1.762007,0,0,-0.396427,4.394,1.63762,-1.1562
02/01/2016,01:00,2.041,-39.079754,51.79298,2.099684,0.934944,3.998624,91.034103,2.099684,51.793,-39.079754,1815.005981,1.931675,0,0,-0.540898,4.385,1.62919,-0.47049
02/01/2016,01:30,2.062,-45.784527,40.174923,1.996454,0.921243,4.070627,91.134399,1.996454,40.175,-45.784527,1482.048096,2.575418,0,0,-0.62671,4.362,1.62418,-0.37227
02/01/2016,02:00,2.083,-62.064484,60.283199,3.388748,1.004459,3.929239,94.169823,3.388748,60.283,0.88084,1417.10144,2.176649,0,0.024227,-0.802592,4.341,1.6139,-1.7748
02/01/2016,02:30,2.104,-57.457825,40.16272,2.471873,0.895096,4.169764,91.524727,2.471873,40.163,-57.457825,1083.1698,2.17924,0,0.58045,-0.781493,4.342,1.61514,-0.85674
02/01/2016,03:00,2.124,-69.09108,38.663006,1.524096,0.823679,4.188578,95.925003,1.524096,38.663,1.219799,701.887634,2.150833,0,1.0997,-0.933155,4.332,1.60626,0.082166
02/01/2016,03:30,2.145,-32.144676,31.778357,1.576508,0.817002,3.663144,90.814255,1.576508,31.778,-32.144676,1472.25293,1.825541,0,1.0341,-0.927573,4.315,1.60659,0.030081
02/01/2016,04:00,2.166,-23.611387,25.951696,1.449216,0.711724,3.27007,87.377464,1.449216,25.952,-23.611387,1325.104126,1.52511,0,0.91451,-0.787737,4.298,1.61477,0.16556
02/01/2016,04:30,2.187,-28.850183,43.55299,3.086367,0.748769,3.149834,82.32457,3.086367,43.553,-28.850183,1262.771606,1.216573,0,0.98799,-0.757273,4.28,1.61655,-1.4698
02/01/2016,05:00,2.208,-29.405134,52.308784,2.673934,0.997233,4.024121,82.031143,2.673934,52.309,-29.405134,2926.718262,2.214473,0,1.2651,-0.715644,4.263,1.61899,-1.0549
02/01/2016,05:30,2.229,16.443689,49.723282,1.892941,1.075065,4.120811,76.835785,1.892941,49.723,16.443689,-6557.297852,2.451841,0,1.1162,-0.847153,4.242,1.6113,-0.28165
02/01/2016,06:00,2.249,23.437546,31.484205,2.079775,1.070929,5.015733,79.80175,2.079775,31.484,23.437546,-4547.586914,3.301594,0,1.1811,-1.001464,4.225,1.60226,-0.47751
02/01/2016,06:30,2.27,23.395115,33.850368,2.045956,1.175517,4.533184,88.212006,2.045956,33.85,23.395115,-6025.067871,3.198744,0,1.2902,-1.113105,4.21,1.59572,-0.45024
02/01/2016,07:00,2.291,56.501442,43.329998,2.317819,1.433588,5.546226,89.790459,2.317819,43.33,56.501442,-4524.890625,4.572128,0,1.3145,-1.265429,4.187,1.58678,-0.73104
02/01/2016,07:30,2.312,34.672714,24.887539,1.55911,1.168395,5.690227,88.590271,1.55911,24.888,34.672714,-3991.873779,4.702189,0,1.2416,-1.389841,4.178,1.57947,0.020365
02/01/2016,08:00,2.333,34.177605,24.504704,1.753622,1.15197,4.922333,92.259338,1.753622,24.505,34.177605,-3881.283691,3.91463,0,1.2149,-1.518135,4.172,1.57193,-0.18169
02/01/2016,08:30,2.354,45.568779,30.25474,1.968066,1.222145,5.330352,91.540031,1.968066,30.255,45.568779,-3476.057373,3.832127,0,1.2799,-1.600634,4.162,1.56708,-0.40099
02/01/2016,09:00,2.374,65.203568,33.857025,2.10848,1.408097,5.237804,93.949608,2.10848,33.857,65.203568,-3715.434082,4.15901,0.015139,1.2984,-1.669416,4.15,1.56303,-0.54545
02/01/2016,09:30,2.395,54.066139,26.751013,1.701247,1.143442,5.127628,94.170311,1.701247,26.751,54.066139,-2399.455566,3.772037,1.412003,1.0823,-1.771598,4.138,1.55701,-0.14424
02/01/2016,10:00,2.416,44.196335,7.198349,0.657854,1.098189,5.304296,98.783348,0.657854,7.1983,44.196335,-2600.445068,3.969588,3.161114,0.97474,-1.815401,4.12,1.55443,0.89658
02/01/2016,10:30,2.437,86.275238,13.107471,-0.909086,1.454117,5.81915,90.586609,1.4518347,12.703,86.275238,-3092.4646,5.135756,8.881823,1.0898,-1.846907,4.095,1.55257,0.10074
02/01/2016,11:00,2.458,77.08828,25.539644,0.257789,1.338773,6.043924,86.080284,0.257789,25.54,77.08828,-2700.901855,5.075006,18.34914,1.276,-1.975957,4.075,1.54496,1.2872
02/01/2016,11:30,2.479,53.168354,32.36269,0.47786,1.168002,5.320048,84.013313,0.47786,32.363,53.168354,-2600.470459,4.281687,15.34552,1.2689,-2.100086,4.052,1.53763,1.0598
02/01/2016,12:00,2.499,61.552258,17.804882,0.398353,1.13974,4.90305,84.891747,0.398353,17.805,61.552258,-2087.147461,3.420231,15.95229,1.0737,-2.334438,4.038,1.52378,1.1254
02/01/2016,12:30,2.52,100.047874,-9.232114,-0.480097,1.198842,5.186024,86.396683,1.3834535,12.059,100.047874,-1494.373657,3.454968,17.26465,0.92817,-2.635867,4.025,1.50592,0.12247
02/01/2016,13:00,2.541,76.204147,23.218246,0.266154,1.124465,4.132097,86.525513,0.266154,23.218,76.204147,-1619.057495,2.70291,19.48961,0.47067,-2.967099,4.005,1.48626,1.2201
02/01/2016,13:30,2.562,43.692417,17.660299,0.134998,0.923547,3.900571,90.387749,0.134998,17.66,43.692417,-1564.496704,2.225361,15.94878,0.44131,-3.005418,3.981,1.48399,1.349
02/01/2016,14:00,2.583,33.427864,16.007988,-0.245661,1.037164,4.684288,88.473701,-0.245661,16.008,33.427864,-2896.206055,2.674051,20.52316,0.55575,-2.990753,3.953,1.48486,1.7305
02/01/2016,14:30,2.604,30.199059,11.306184,0.321364,0.719877,3.527735,90.963295,0.321364,11.306,30.199059,-1071.986816,1.487159,6.950449,0.32448,-3.181393,3.944,1.47352,1.1522
02/01/2016,15:00,2.624,18.725313,19.376261,1.464614,0.823901,3.511374,91.851921,1.464614,19.376,18.725313,-2591.79834,1.63664,3.737688,0.31628,-3.29209,3.929,1.46693,0.002321
02/01/2016,15:30,2.645,23.852751,6.116102,1.560053,0.735147,3.601592,94.744431,1.560053,6.1161,23.852751,-1445.416138,1.769445,2.073257,0.1914,-3.39143,3.916,1.46102,-0.099034
02/01/2016,16:00,2.666,10.034242,6.180263,0.903129,0.837559,4.027242,83.9991,0.903129,6.1803,10.034242,-5081.190918,2.233697,0,0.24533,-3.459172,3.903,1.45698,0.55385
02/01/2016,16:30,2.687,13.109758,36.730061,1.323409,1.119008,5.339176,93.203529,1.323409,36.73,13.109758,-9274.482422,3.93,0,0.4262,-3.689267,3.893,1.44326,0.11985
02/01/2016,17:00,2.708,5.432998,40.545483,1.952435,1.215851,5.065214,92.407486,1.952435,40.545,5.432998,-28705.41992,4.039273,0,0.69179,-3.808475,3.883,1.43614,-0.51629
02/01/2016,17:30,2.729,6.057907,29.965164,1.503933,1.256211,5.903592,90.28598,1.503933,29.965,6.057907,-28393.08594,4.311147,0,0.92189,-3.81595,3.864,1.43569,-0.068238
02/01/2016,18:00,2.749,22.209173,30.680597,1.608051,1.262285,5.736968,91.305115,1.608051,30.681,22.209173,-7857.438477,4.603276,0,1.0488,-3.731653,3.852,1.44073,-0.16732
02/01/2016,18:30,2.77,24.555828,25.545918,1.31645,1.099943,4.797895,96.419228,1.31645,25.546,24.555828,-4702.170898,2.951435,0,0.99552,-3.855498,3.845,1.43333,0.11688
02/01/2016,19:00,2.791,26.939554,16.239414,0.981584,1.05535,4.956875,95.212646,0.981584,16.239,26.939554,-3785.647705,3.474287,0,0.99382,-3.88776,3.847,1.4314,0.44982
02/01/2016,19:30,2.812,30.489435,38.569355,2.68061,1.180425,5.123808,96.920929,2.68061,38.569,30.489435,-4680.637695,3.922425,0,1.0492,-3.84405,3.841,1.43402,-1.2466
02/01/2016,20:00,2.833,41.935337,13.648111,1.034652,1.172438,5.934557,98.184021,1.034652,13.648,41.935337,-3334.445313,4.144825,0,1.1278,-3.841967,3.829,1.43414,0.39949
02/01/2016,20:30,2.854,41.027508,23.218409,1.462608,1.111418,5.436262,100.490456,1.462608,23.218,41.027508,-2903.248047,4.209094,0,1.2272,-3.8572,3.82,1.43323,-0.029377
02/01/2016,21:00,2.874,40.894169,22.399006,1.814652,1.116195,4.775554,99.15229,1.814652,22.399,40.894169,-2950.441895,3.665461,0,1.2015,-3.845846,3.807,1.43391,-0.38074
02/01/2016,21:30,2.895,67.597122,-4.339865,1.099413,1.2403,5.735964,96.275253,1.3727864,11.593,67.597122,-2448.937988,4.640135,0,1.2564,-3.814909,3.796,1.43576,0.062971
02/01/2016,22:00,2.916,32.457844,14.449289,1.399486,1.091203,4.831062,100.609764,1.399486,14.449,32.457844,-3473.113037,3.288044,0,1.3552,-3.72768,3.788,1.44097,0.04148
02/01/2016,22:30,2.937,28.748333,20.004221,1.818002,1.18418,5.011538,97.503532,1.818002,20.004,28.748333,-5011.463379,3.459463,0,1.4198,-3.484244,3.777,1.45549,-0.36251
02/01/2016,23:00,2.958,67.596916,19.33218,1.295315,1.357703,5.273348,97.13987,1.295315,19.332,67.596916,-3212.251709,4.463218,0,1.4628,-3.460969,3.759,1.45687,0.16156
02/01/2016,23:30,2.979,40.267227,22.825781,1.959289,1.146148,4.749927,98.043495,1.959289,22.826,40.267227,-3244.101074,3.613519,0,1.4016,-3.56457,3.74,1.4507,-0.50859
03/01/2016,00:00,3,37.73954,17.698582,1.095493,1.098756,4.77232,98.437729,1.095493,17.699,37.73954,-3049.511475,3.006958,0,1.4137,-3.535145,3.732,1.45245,0.35696
03/01/2016,00:30,3.02,53.69323,27.277981,2.631673,1.373775,5.802982,99.487862,2.631673,27.278,53.69323,-4189.361328,5.026663,0,1.4862,-3.478472,3.724,1.45583,-1.1758
03/01/2016,01:00,3.041,26.634333,11.5001,0.957546,1.049868,4.779259,100.394691,0.957546,11.5,26.634333,-3769.499023,3.113841,0,1.4515,-3.509505,3.714,1.45398,0.49644
03/01/2016,01:30,3.062,31.764383,10.753967,1.185014,1.062766,4.845675,100.522705,1.185014,10.754,31.764383,-3278.681885,2.683041,0,1.4024,-3.444223,3.696,1.45787,0.27286
03/01/2016,02:00,3.083,32.571999,11.149842,0.976745,0.963766,4.990297,99.6903,0.976745,11.15,32.571999,-2384.510254,2.77688,0,1.3707,-3.453873,3.678,1.4573,0.48055
03/01/2016,02:30,3.104,50.800823,13.289379,1.239443,1.222346,5.795911,97.847748,1.239443,13.289,50.800823,-3119.117188,4.652513,0,1.4436,-3.594088,3.669,1.44894,0.20949
03/01/2016,03:00,3.124,44.778412,16.003838,1.214494,1.098279,4.940646,95.136116,1.214494,16.004,44.778412,-2566.779785,3.356296,0,1.3975,-3.772808,3.656,1.43827,0.22378
03/01/2016,03:30,3.145,45.022675,12.666687,1.447328,1.085194,4.751051,95.3881,1.447328,12.667,45.022675,-2462.679688,3.330084,0,1.3658,-3.89987,3.642,1.43068,-0.016647
03/01/2016,04:00,3.166,39.270409,14.279495,1.125978,1.096084,5.303719,97.823448,1.125978,14.279,39.270409,-2909.246094,3.618507,0,1.3892,-3.974897,3.639,1.4262,0.30022
03/01/2016,04:30,3.187,32.026577,9.406667,0.906042,1.010982,4.806243,96.082344,0.906042,9.4067,32.026577,-2799.210938,3.427523,0,1.3659,-3.986534,3.643,1.4255,0.51946
03/01/2016,05:00,3.208,27.114342,20.982063,1.728109,1.176463,5.091173,93.801918,1.728109,20.982,27.114342,-5210.151367,3.433343,0,1.3626,-4.017944,3.638,1.42362,-0.30449
03/01/2016,05:30,3.229,30.323599,7.93147,0.956746,1.044562,4.714772,98.73912,0.956746,7.9315,30.323599,-3260.897705,3.038379,0,1.3356,-4.070263,3.626,1.42049,0.46375
03/01/2016,06:00,3.249,25.086859,14.996159,1.469041,1.067178,4.531769,99.220146,1.469041,14.996,25.086859,-4203.172363,2.914684,0,1.3684,-4.063451,3.612,1.4209,-0.048139
03/01/2016,06:30,3.27,25.485203,13.362722,1.039732,1.005405,4.392848,97.036827,1.039732,13.363,25.485203,-3459.780518,2.646682,0,1.3539,-4.104418,3.607,1.41845,0.37872
03/01/2016,07:00,3.291,19.937906,15.026139,1.555531,0.992542,4.421427,99.799744,1.555531,15.026,19.937906,-4254.79541,2.54516,0,1.3812,-4.090509,3.6,1.41928,-0.13625
03/01/2016,07:30,3.312,28.716537,11.420814,1.229448,0.94093,4.620597,99.207207,1.229448,11.421,28.716537,-2516.810791,2.766935,0,1.4185,-4.063451,3.591,1.4209,0.19145
03/01/2016,08:00,3.333,29.364353,13.315715,1.099619,1.109141,5.587652,100.473297,1.099619,13.316,29.364353,-4031.347412,4.014011,0,1.4371,-4.02873,3.581,1.42298,0.32336
03/01/2016,08:30,3.354,27.142693,12.176746,1.051297,0.982384,4.451044,100.06488,1.051297,12.177,27.142693,-3030.427979,2.782156,0,1.3838,-4.028919,3.571,1.42297,0.37167
03/01/2016,09:00,3.374,32.417965,14.273828,1.805083,0.961669,4.526961,100.30452,1.805083,14.274,32.417965,-2380.1521,2.868745,2.057258,1.3864,-3.982182,3.554,1.42576,-0.37932
03/01/2016,09:30,3.395,27.150917,14.525797,1.098822,1.00775,5.203999,101.359123,1.098822,14.526,27.150917,-3270.273438,3.260958,8.345103,1.4516,-3.964774,3.545,1.4268,0.32798
03/01/2016,10:00,3.416,38.310551,20.390932,0.902916,1.067562,4.821535,103.331398,0.902916,20.391,38.310551,-2755.353027,3.089582,17.46244,1.3637,-3.967612,3.54,1.42663,0.52372
03/01/2016,10:30,3.437,63.899181,20.571926,0.912782,1.203763,5.488735,100.375809,0.912782,20.572,63.899181,-2368.309082,4.043385,38.037,1.455,-3.951244,3.524,1.42761,0.51483
03/01/2016,11:00,3.458,70.532196,26.494307,0.952771,1.216809,4.818799,103.076141,0.952771,26.494,70.532196,-2216.091309,3.596832,63.47785,1.5195,-3.921442,3.507,1.42939,0.47662
03/01/2016,11:30,3.479,86.601234,21.326103,0.972494,1.226,5.353306,100.931419,0.972494,21.326,86.601234,-1846.121216,4.061333,56.04036,1.4349,-3.922861,3.5,1.42931,0.45681
03/01/2016,12:00,3.499,95.959442,18.67956,0.72968,1.272084,5.08639,99.521431,0.72968,18.68,95.959442,-1861.117554,3.790978,51.14002,1.389,-4.010375,3.483,1.42408,0.6944
03/01/2016,12:30,3.52,77.857414,22.655788,0.700219,1.184673,5.482958,100.713326,0.700219,22.656,77.857414,-1852.696655,4.652321,65.37891,1.4461,-4.062032,3.469,1.42099,0.72077
03/01/2016,13:00,3.541,86.023422,13.633451,0.808765,1.181653,5.163292,106.043716,0.808765,13.633,86.023422,-1664.018433,3.938258,65.49031,1.4864,-4.121637,3.463,1.41742,0.60866
03/01/2016,13:30,3.562,108.687706,19.578152,0.940118,1.220673,5.57081,100.453728,0.940118,19.578,108.687706,-1451.843506,5.764945,57.63059,1.4833,-4.228643,3.453,1.41102,0.4709
03/01/2016,14:00,3.583,106.835197,19.951355,0.702659,1.323444,5.443607,102.792763,0.702659,19.951,106.835197,-1882.347412,4.315602,52.56494,1.4866,-4.405944,3.453,1.4004,0.69774
03/01/2016,14:30,3.604,81.518036,-5.827999,-0.350703,1.19378,5.706431,105.739357,0.9444984,11.597,81.518036,-1810.593262,4.072004,40.0794,1.4045,-4.449655,3.445,1.39778,0.45328
03/01/2016,15:00,3.624,81.269302,6.947867,0.652479,1.171439,5.370039,99.072723,0.652479,6.9479,81.269302,-1716.064453,4.01909,22.76266,1.3744,-4.578515,3.437,1.39005,0.73757
03/01/2016,15:30,3.645,54.985939,9.176083,0.83715,0.978383,4.291391,97.618668,0.83715,9.1761,54.985939,-1477.680664,2.904469,9.196717,1.2967,-4.610115,3.429,1.38816,0.55101
03/01/2016,16:00,3.666,58.287434,15.499014,1.123839,1.14765,5.417163,98.89859,1.123839,15.499,58.287434,-2249.865723,4.299607,1.420402,1.3014,-4.658745,3.423,1.38524,0.2614
03/01/2016,16:30,3.687,47.473122,10.203929,0.958054,1.024486,4.444178,100.874611,0.958054,10.204,47.473122,-1965.058716,2.734349,0,1.288,-4.656474,3.404,1.38538,0.42732
03/01/2016,17:00,3.708,57.191631,13.091437,1.620807,1.0616,4.25414,97.698845,1.620807,13.091,57.191631,-1814.916504,2.760406,0,1.277,-4.623266,3.397,1.38737,-0.23344
03/01/2016,17:30,3.729,43.751541,12.180324,1.376634,1.000424,4.086007,97.449379,1.376634,12.18,43.751541,-1985.466064,2.531666,0,1.3282,-4.580123,3.384,1.38996,0.013322
03/01/2016,18:00,3.749,11.70265,8.490099,0.959341,0.847764,4.110284,98.369621,0.959341,8.4901,11.70265,-4516.975098,2.327283,0,1.3092,-4.497053,3.376,1.39494,0.4356
03/01/2016,18:30,3.77,4.133926,9.439847,0.753333,1.092619,4.442061,101.537567,0.753333,9.4398,4.133926,-27374.51172,2.289274,0,1.4103,-4.434329,3.362,1.3987,0.64536
03/01/2016,19:00,3.791,1.068736,13.342349,1.46012,0.967235,4.007288,102.355316,1.46012,13.342,2.317561,-73456.44531,2.282822,0,1.3901,-4.40585,3.353,1.4004,-0.059717
03/01/2016,19:30,3.812,-1.405374,12.785835,1.550081,0.984977,4.287556,105.030968,1.550081,12.786,3.32889,58992.3125,2.555833,0,1.3757,-4.272069,3.345,1.40842,-0.14166
03/01/2016,20:00,3.833,-15.847121,5.007867,0.78773,0.942527,4.532294,107.246895,0.78773,5.0079,-15.847121,4583.967773,2.757908,0,1.3826,-4.221736,3.338,1.41143,0.6237
03/01/2016,20:30,3.854,-8.71682,9.690244,1.086029,1.057796,4.775167,105.594772,1.086029,9.6902,-8.71682,11780.33496,2.982274,0,1.4304,-4.125044,3.327,1.41722,0.33119
03/01/2016,21:00,3.874,-19.669519,10.456725,0.889873,0.943435,4.405744,107.588188,0.889873,10.457,-19.669519,3703.812744,2.600039,0,1.3969,-4.301115,3.319,1.40668,0.5168
