station,broad_leaf_forest,coniferous_forest,mixed_forest,ocean,other,grass_shrub,cropland,pasture,urban,unknown
RGL,4.989692946842909,10.329454145404721,17.781153095001315,145.14193688608344,2.498681662663556,7.671758656805343,58.15867137729679,49.64407486052741,16.289596846569015,0.0005473677116642452
RMS,34.61818098339491,16.88858433456515,30.176767517339524,100.37233656592223,3.195353176936487,8.192978125914832,149.3290235666593,37.766596922424256,28.188150001563308,0.0005205706989638556
SAC100,31.21607758977023,14.016581912745668,23.060645309660494,118.28236131196722,2.740795547009558,7.573705152353096,133.1147704358697,30.40024461466584,38.222104175164304,0.00046304374133336726
SMR125,10.774576289739839,108.02667643996546,37.449772812742836,84.64040194773492,17.849617310738456,15.991408222993831,36.594404960704594,9.475554618201128,6.826480037485879,0.0016686788621993979
SSL,27.23458195276497,34.12036331475261,44.94726199650331,77.50293723302032,5.151466109378929,10.692920867575095,72.86076226214745,43.98710528280735,30.607292375187768,0.0005716002015450026
SSL12,36.84295820571886,94.90607488255866,198.19505497209363,78.43650721767699,5.749461102828867,18.168565076007503,87.61782886365177,81.08945561470324,57.30334003861056,0.0005908024790706331
STE252,11.99803213412455,27.232527257787666,22.085467710154752,118.50860068713592,4.334576212476652,9.506840678526418,83.41322458936254,34.840121489998,25.55098907967952,0.0006606086279600639
STK200,12.151585424488374,28.276626922231756,22.658400955941893,120.55115463704695,4.452900149018785,9.889152084357791,89.40158455463785,37.54290983691794,27.79390574606005,0.0007263914627804497
SVB150,7.0303697669003995,106.45353058819923,21.288798284361366,100.79937960962071,10.625722287659274,25.678787902008285,22.26589899443837,7.931922076706352,4.150191805537148,0.003235286412786608
THRB,11.460413120835247,15.452331046535296,18.852105580859035,451.91660790079305,6.116512673014301,7.553455786368168,95.36979576980445,31.895324049676233,35.463434349797,0.0008733448567506563
TOH147,20.49319477697795,40.473145423059556,27.90778435662154,89.02892314255479,3.6543874873685382,10.117680079390265,92.52220851741681,29.236113661486026,26.093026708044878,0.0006114118173652393
TRN180,28.642065876895707,14.888627626999423,26.4801664403669,110.99372759490257,2.6905196626792565,8.214861511231236,116.3513122263712,32.063042334225685,24.091480227286773,0.0004936031186383103
UTO,11.174597809373328,59.21842896372514,26.400020413083112,206.93062959554177,9.873524998662342,16.073835346399875,42.842112579366756,12.824084491601143,7.806619865647272,0.0016691899772159388
VND,57.165767043099336,38.80110658089033,46.199775916507946,140.32313841604767,10.702811834171877,26.141888677479685,185.27000014876316,44.096146501023576,58.497660289286785,0.0010634014375550732
WAO,6.925728115762119,13.568095855118775,19.00752652334073,374.76000608932264,8.43320565758042,11.820253493382163,146.747409966632,32.030892201871815,24.127798754998423,0.0008103954337595383
WES,9.000477556274907,24.521635285015417,18.534876079840572,426.8419563152923,6.201054402581158,10.66292993466898,81.23169209773918,38.8140167001956,19.954081221216637,0.0011050844983717524
ZSF,15.377041591893377,33.6647248176231,27.80316242276315,68.52414962065058,9.250621821047192,11.695351382748612,45.41918237532843,49.02586126474248,17.21624852818772,0.0005691189771968493
CIB100,13.705922,11.014844,39.868210,107.437344,2.067062,11.555167,142.195314,37.860579,7.502346,0.000234
DEC,14.553922,41.643284,194.977040,373.334888,7.218012,39.294516,187.151268,39.786833,41.310771,0.000440
LMU080,17.601798,18.128480,58.470001,133.524178,2.707130,21.493730,158.220585,47.836857,10.891895,0.000360
