DateTime;FIT;Nuclear;CorrectedFIT;ffCO2
2006-03-11;56.76796;1.080530513;55.68742949;1.9824949285496551
2006-03-12;56.76304;0.794672132;55.96836787;3.5360488044778924
2006-03-13;56.75859;0.391379405;56.3672106;1.0317309232505572
2006-03-14;56.7546;0.177859639;56.57674036;0.41920852199697
2006-03-15;56.75109;0.111834753;56.63925525;0.9025628082801991
2006-03-16;56.74805;0.148990064;56.59905994;2.2919413979650307
2006-03-17;56.74548;0.026433622;56.71904638;0.1291468469848354
2006-03-18;56.74338;0.067673467;56.67570653;0.1053567245271417
2006-03-19;56.74175;0.048509802;56.6932402;0.9360568798053975
2006-03-20;56.74059;0.044467385;56.69612262;1.926413012958568
2006-03-21;56.7399;0.118852503;56.6210475;2.8725314142621015
2006-03-22;56.73967;0.057908271;56.68176173;0.9286894123812689
2006-03-23;56.73991;0.305992691;56.43391731;1.3418668658082038
2006-03-24;56.74062;0.132572244;56.60804776;2.261904551324908
2006-03-25;56.74179;0.050705577;56.69108442;0.14542767850491797
2006-03-26;56.74342;0.001385829;56.74203417;0.05692232220117091
2006-03-27;56.74551;0.030970413;56.71453959;0.8271017289203265
2006-03-28;56.74807;0.070275351;56.67779465;1.3509307415901977
2006-03-29;56.75108;0.031092983;56.71998702;0.09063112143907401
2006-03-30;56.75454;0.001480702;56.7530593;0.1561704686652607
2006-03-31;56.75846;0.043627962;56.71483204;0.2448851807136772
2006-04-01;56.76283;0.106125373;56.65670463;0.33872269494210394
2006-04-02;56.76765;0.003768669;56.76388133;0.10621338156255702
2006-04-03;56.77291;0.057986331;56.71492367;0.22467998180174859
2006-04-04;56.77862;0.052881199;56.7257388;0.20314399696732016
2006-04-05;56.78477;0.383770691;56.40099931;1.955134290384693
2006-04-06;56.79135;0.510935027;56.28041497;1.4607817332732593
2006-04-07;56.79838;0.021407627;56.77697237;0.142077303952412
2006-04-08;56.80583;0.09740993;56.70842007;0.6666718856765363
2006-04-09;56.81371;0.163827592;56.64988241;1.2244325793539512
2006-04-10;56.82202;0.800621313;56.02139869;3.2164208697269054
2006-04-11;56.83075;0.251697166;56.57905283;1.4974000727002732
2006-04-12;56.83989;0.572311594;56.26757841;0.3006264252178992
2006-04-13;56.84945;0.649507702;56.1999423;0.33879514811942335
2006-04-14;56.85942;0.001673874;56.85774613;0.011430953152771779
2006-04-15;56.8698;0.217517722;56.65228228;0.5197039785111114
2006-04-16;56.88058;0.09891796;56.78166204;0.34485087064817443
