,Lon,Lat,Datetime,Time,Year,Month,Day,Hour,Minute,Second,salinity,sstskin_k,temperature_c
0,-5.027979,50.216161,14/09/2018,12:00:00,2018,9,14,12,0,0,34.5411,289.851,16.701
1,-5.027979,50.216161,14/09/2018,12:10:00,2018,9,14,12,10,0,34.4848,289.851,16.701
2,-5.027979,50.216161,14/09/2018,12:20:00,2018,9,14,12,20,0,34.4476,289.875,16.725
3,-5.027979,50.216161,14/09/2018,12:30:00,2018,9,14,12,30,0,34.3746,289.851,16.701
4,-5.027979,50.216161,14/09/2018,12:40:00,2018,9,14,12,40,0,34.3708,289.875,16.725
5,-5.027979,50.216161,14/09/2018,12:50:00,2018,9,14,12,50,0,34.2855,289.851,16.701
6,-5.027979,50.216161,14/09/2018,1:00:00,2018,9,14,1,0,0,34.3029,289.851,16.701
7,-5.027979,50.216161,14/09/2018,1:10:00,2018,9,14,1,10,0,34.2282,289.851,16.701
8,-5.027979,50.216161,14/09/2018,1:20:00,2018,9,14,1,20,0,34.2086,289.827,16.677
9,-5.027979,50.216161,14/09/2018,1:30:00,2018,9,14,1,30,0,34.1333,289.827,16.677
10,-5.027979,50.216161,14/09/2018,1:40:00,2018,9,14,1,40,0,34.0902,289.827,16.677
11,-5.027979,50.216161,14/09/2018,1:50:00,2018,9,14,1,50,0,34.0926,289.804,16.654
12,-5.027979,50.216161,14/09/2018,2:00:00,2018,9,14,2,0,0,34.0786,289.804,16.654
13,-5.027979,50.216161,14/09/2018,2:10:00,2018,9,14,2,10,0,34.0022,289.78,16.63
14,-5.027979,50.216161,14/09/2018,2:20:00,2018,9,14,2,20,0,33.9735,289.756,16.606
15,-5.027979,50.216161,14/09/2018,2:30:00,2018,9,14,2,30,0,33.8363,289.732,16.582
16,-5.027979,50.216161,14/09/2018,2:40:00,2018,9,14,2,40,0,33.8588,289.732,16.582
17,-5.027979,50.216161,14/09/2018,2:50:00,2018,9,14,2,50,0,33.869,289.732,16.582
18,-5.027979,50.216161,14/09/2018,3:00:00,2018,9,14,3,0,0,33.8405,289.708,16.558
19,-5.027979,50.216161,14/09/2018,3:10:00,2018,9,14,3,10,0,33.7696,289.708,16.558
20,-5.027979,50.216161,14/09/2018,3:20:00,2018,9,14,3,20,0,33.7404,289.684,16.534
21,-5.027979,50.216161,14/09/2018,3:30:00,2018,9,14,3,30,0,33.7537,289.684,16.534
22,-5.027979,50.216161,14/09/2018,3:40:00,2018,9,14,3,40,0,33.6386,289.684,16.534
23,-5.027979,50.216161,14/09/2018,3:50:00,2018,9,14,3,50,0,33.5706,289.684,16.534
24,-5.027979,50.216161,14/09/2018,4:00:00,2018,9,14,4,0,0,33.6342,289.661,16.511
25,-5.027979,50.216161,14/09/2018,4:10:00,2018,9,14,4,10,0,33.6107,289.661,16.511
26,-5.027979,50.216161,14/09/2018,4:20:00,2018,9,14,4,20,0,33.5924,289.589,16.439
27,-5.027979,50.216161,14/09/2018,4:30:00,2018,9,14,4,30,0,33.5943,289.613,16.463
28,-5.027979,50.216161,14/09/2018,4:40:00,2018,9,14,4,40,0,33.6395,289.613,16.463
29,-5.027979,50.216161,14/09/2018,4:50:00,2018,9,14,4,50,0,33.6196,289.637,16.487
30,-5.027979,50.216161,14/09/2018,5:00:00,2018,9,14,5,0,0,33.6911,289.637,16.487
31,-5.027979,50.216161,14/09/2018,5:10:00,2018,9,14,5,10,0,33.6788,289.613,16.463
32,-5.027979,50.216161,14/09/2018,5:20:00,2018,9,14,5,20,0,33.792,289.613,16.463
33,-5.027979,50.216161,14/09/2018,5:30:00,2018,9,14,5,30,0,33.8083,289.613,16.463
34,-5.027979,50.216161,14/09/2018,5:40:00,2018,9,14,5,40,0,33.8292,289.661,16.511
35,-5.027979,50.216161,14/09/2018,5:50:00,2018,9,14,5,50,0,33.8139,289.637,16.487
36,-5.027979,50.216161,14/09/2018,6:00:00,2018,9,14,6,0,0,33.9922,289.637,16.487
37,-5.027979,50.216161,14/09/2018,6:10:00,2018,9,14,6,10,0,34.0905,289.661,16.511
38,-5.027979,50.216161,14/09/2018,6:20:00,2018,9,14,6,20,0,34.176,289.684,16.534
39,-5.027979,50.216161,14/09/2018,6:30:00,2018,9,14,6,30,0,34.3318,289.661,16.511
40,-5.027979,50.216161,14/09/2018,6:40:00,2018,9,14,6,40,0,34.4476,289.684,16.534
41,-5.027979,50.216161,14/09/2018,6:50:00,2018,9,14,6,50,0,34.547,289.684,16.534
42,-5.027979,50.216161,14/09/2018,7:00:00,2018,9,14,7,0,0,34.5414,289.684,16.534
43,-5.027979,50.216161,14/09/2018,7:10:00,2018,9,14,7,10,0,34.6085,289.684,16.534
44,-5.027979,50.216161,14/09/2018,7:20:00,2018,9,14,7,20,0,34.5847,289.661,16.511
45,-5.027979,50.216161,14/09/2018,7:30:00,2018,9,14,7,30,0,34.4932,289.684,16.534
46,-5.027979,50.216161,14/09/2018,7:40:00,2018,9,14,7,40,0,34.5411,289.684,16.534
47,-5.027979,50.216161,14/09/2018,7:50:00,2018,9,14,7,50,0,34.5785,289.684,16.534
48,-5.027979,50.216161,14/09/2018,8:00:00,2018,9,14,8,0,0,34.6248,289.661,16.511
49,-5.027979,50.216161,14/09/2018,8:10:00,2018,9,14,8,10,0,34.6798,289.661,16.511
50,-5.027979,50.216161,14/09/2018,8:20:00,2018,9,14,8,20,0,34.7311,289.613,16.463
51,-5.027979,50.216161,14/09/2018,8:30:00,2018,9,14,8,30,0,34.6448,289.637,16.487
52,-5.027979,50.216161,14/09/2018,8:40:00,2018,9,14,8,40,0,34.6881,289.661,16.511
53,-5.027979,50.216161,14/09/2018,8:50:00,2018,9,14,8,50,0,34.6555,289.661,16.511
54,-5.027979,50.216161,14/09/2018,9:00:00,2018,9,14,9,0,0,34.697,289.661,16.511
55,-5.027979,50.216161,14/09/2018,9:10:00,2018,9,14,9,10,0,34.7019,289.661,16.511
56,-5.027979,50.216161,14/09/2018,9:20:00,2018,9,14,9,20,0,34.7244,289.637,16.487
57,-5.027979,50.216161,14/09/2018,9:30:00,2018,9,14,9,30,0,34.7061,289.661,16.511
58,-5.027979,50.216161,14/09/2018,9:40:00,2018,9,14,9,40,0,34.6425,289.708,16.558
59,-5.027979,50.216161,14/09/2018,9:50:00,2018,9,14,9,50,0,34.7282,289.708,16.558
60,-5.027979,50.216161,14/09/2018,10:00:00,2018,9,14,10,0,0,34.6646,289.708,16.558
61,-5.027979,50.216161,14/09/2018,10:10:00,2018,9,14,10,10,0,34.6167,289.708,16.558
62,-5.027979,50.216161,14/09/2018,10:20:00,2018,9,14,10,20,0,34.5421,289.732,16.582
63,-5.027979,50.216161,14/09/2018,10:30:00,2018,9,14,10,30,0,34.5939,289.732,16.582
64,-5.027979,50.216161,14/09/2018,10:40:00,2018,9,14,10,40,0,34.6228,289.78,16.63
65,-5.027979,50.216161,14/09/2018,10:50:00,2018,9,14,10,50,0,34.6111,289.756,16.606
66,-5.027979,50.216161,14/09/2018,11:00:00,2018,9,14,11,0,0,34.5287,289.804,16.654
67,-5.027979,50.216161,14/09/2018,11:10:00,2018,9,14,11,10,0,34.4019,289.875,16.725
68,-5.027979,50.216161,14/09/2018,11:20:00,2018,9,14,11,20,0,34.4115,289.851,16.701
69,-5.027979,50.216161,14/09/2018,11:30:00,2018,9,14,11,30,0,34.3888,289.851,16.701
70,-5.027979,50.216161,14/09/2018,11:40:00,2018,9,14,11,40,0,34.3281,289.899,16.749
71,-5.027979,50.216161,14/09/2018,11:50:00,2018,9,14,11,50,0,34.2998,289.851,16.701
72,-5.027979,50.216161,14/09/2018,12:00:00,2018,9,14,12,0,0,34.296,289.923,16.773
73,-5.027979,50.216161,14/09/2018,12:10:00,2018,9,14,12,10,0,34.3064,289.899,16.749
74,-5.027979,50.216161,14/09/2018,12:20:00,2018,9,14,12,20,0,34.3626,289.851,16.701
75,-5.027979,50.216161,14/09/2018,12:30:00,2018,9,14,12,30,0,34.2696,289.923,16.773
76,-5.027979,50.216161,14/09/2018,12:40:00,2018,9,14,12,40,0,34.1835,290.018,16.868
77,-5.027979,50.216161,14/09/2018,12:50:00,2018,9,14,12,50,0,34.1665,289.994,16.844
78,-5.027979,50.216161,14/09/2018,1:00:00,2018,9,14,1,0,0,34.0743,290.018,16.868
79,-5.027979,50.216161,14/09/2018,1:10:00,2018,9,14,1,10,0,34.0769,290.089,16.939
80,-5.027979,50.216161,14/09/2018,1:20:00,2018,9,14,1,20,0,34.0741,290.137,16.987
81,-5.027979,50.216161,14/09/2018,1:30:00,2018,9,14,1,30,0,34.0188,290.113,16.963
82,-5.027979,50.216161,14/09/2018,1:40:00,2018,9,14,1,40,0,33.9916,290.256,17.106
83,-5.027979,50.216161,14/09/2018,1:50:00,2018,9,14,1,50,0,33.9297,290.161,17.011
84,-5.027979,50.216161,14/09/2018,2:00:00,2018,9,14,2,0,0,33.8896,290.208,17.058
85,-5.027979,50.216161,14/09/2018,2:10:00,2018,9,14,2,10,0,33.8672,290.399,17.249
86,-5.027979,50.216161,14/09/2018,2:20:00,2018,9,14,2,20,0,33.8178,290.565,17.415
87,-5.027979,50.216161,14/09/2018,2:30:00,2018,9,14,2,30,0,33.7491,290.851,17.701
88,-5.027979,50.216161,14/09/2018,2:40:00,2018,9,14,2,40,0,33.7008,291.017,17.867
89,-5.027979,50.216161,14/09/2018,2:50:00,2018,9,14,2,50,0,33.6702,291.041,17.891
90,-5.027979,50.216161,14/09/2018,3:00:00,2018,9,14,3,0,0,33.6443,290.851,17.701
91,-5.027979,50.216161,14/09/2018,3:10:00,2018,9,14,3,10,0,33.6385,290.851,17.701
92,-5.027979,50.216161,14/09/2018,3:20:00,2018,9,14,3,20,0,33.6568,291.017,17.867
93,-5.027979,50.216161,14/09/2018,3:30:00,2018,9,14,3,30,0,33.5922,291.136,17.986
94,-5.027979,50.216161,14/09/2018,3:40:00,2018,9,14,3,40,0,33.5799,291.136,17.986
95,-5.027979,50.216161,14/09/2018,3:50:00,2018,9,14,3,50,0,33.5288,291.088,17.938
96,-5.027979,50.216161,14/09/2018,4:00:00,2018,9,14,4,0,0,33.4084,290.969,17.819
97,-5.027979,50.216161,14/09/2018,4:10:00,2018,9,14,4,10,0,33.4297,290.375,17.225
98,-5.027979,50.216161,14/09/2018,4:20:00,2018,9,14,4,20,0,33.4161,290.327,17.177
99,-5.027979,50.216161,14/09/2018,4:30:00,2018,9,14,4,30,0,33.3908,290.28,17.13
100,-5.027979,50.216161,14/09/2018,4:40:00,2018,9,14,4,40,0,33.4001,290.303,17.153
101,-5.027979,50.216161,14/09/2018,4:50:00,2018,9,14,4,50,0,33.3865,290.303,17.153
102,-5.027979,50.216161,14/09/2018,5:00:00,2018,9,14,5,0,0,33.331,290.232,17.082
103,-5.027979,50.216161,14/09/2018,5:10:00,2018,9,14,5,10,0,33.3806,290.256,17.106
104,-5.027979,50.216161,14/09/2018,5:20:00,2018,9,14,5,20,0,33.3699,290.232,17.082
105,-5.027979,50.216161,14/09/2018,5:30:00,2018,9,14,5,30,0,33.4152,290.28,17.13
106,-5.027979,50.216161,14/09/2018,5:40:00,2018,9,14,5,40,0,33.4087,290.28,17.13
107,-5.027979,50.216161,14/09/2018,5:50:00,2018,9,14,5,50,0,33.5675,290.327,17.177
108,-5.027979,50.216161,14/09/2018,6:00:00,2018,9,14,6,0,0,33.6485,290.256,17.106
109,-5.027979,50.216161,14/09/2018,6:10:00,2018,9,14,6,10,0,33.7712,290.232,17.082
110,-5.027979,50.216161,14/09/2018,6:20:00,2018,9,14,6,20,0,33.8105,290.208,17.058
111,-5.027979,50.216161,14/09/2018,6:30:00,2018,9,14,6,30,0,33.8856,290.137,16.987
112,-5.027979,50.216161,14/09/2018,6:40:00,2018,9,14,6,40,0,34.0625,290.018,16.868
113,-5.027979,50.216161,14/09/2018,6:50:00,2018,9,14,6,50,0,34.1957,289.994,16.844
114,-5.027979,50.216161,14/09/2018,7:00:00,2018,9,14,7,0,0,34.3156,289.875,16.725
115,-5.027979,50.216161,14/09/2018,7:10:00,2018,9,14,7,10,0,34.3312,289.804,16.654
116,-5.027979,50.216161,14/09/2018,7:20:00,2018,9,14,7,20,0,34.4112,289.804,16.654
117,-5.027979,50.216161,14/09/2018,7:30:00,2018,9,14,7,30,0,34.3772,289.78,16.63
118,-5.027979,50.216161,14/09/2018,7:40:00,2018,9,14,7,40,0,34.3885,289.804,16.654
119,-5.027979,50.216161,14/09/2018,7:50:00,2018,9,14,7,50,0,34.4401,289.756,16.606
120,-5.027979,50.216161,14/09/2018,8:00:00,2018,9,14,8,0,0,34.3891,289.732,16.582
121,-5.027979,50.216161,14/09/2018,8:10:00,2018,9,14,8,10,0,34.3638,289.684,16.534
122,-5.027979,50.216161,14/09/2018,8:20:00,2018,9,14,8,20,0,34.5241,289.708,16.558
123,-5.027979,50.216161,14/09/2018,8:30:00,2018,9,14,8,30,0,34.4795,289.661,16.511
124,-5.027979,50.216161,14/09/2018,8:40:00,2018,9,14,8,40,0,34.474,289.661,16.511
125,-5.027979,50.216161,14/09/2018,8:50:00,2018,9,14,8,50,0,34.4274,289.684,16.534
126,-5.027979,50.216161,14/09/2018,9:00:00,2018,9,14,9,0,0,34.479,289.684,16.534
127,-5.027979,50.216161,14/09/2018,9:10:00,2018,9,14,9,10,0,34.4895,289.684,16.534
128,-5.027979,50.216161,14/09/2018,9:20:00,2018,9,14,9,20,0,34.5165,289.661,16.511
129,-5.027979,50.216161,14/09/2018,9:30:00,2018,9,14,9,30,0,34.5105,289.708,16.558
130,-5.027979,50.216161,14/09/2018,9:40:00,2018,9,14,9,40,0,34.479,289.708,16.558
131,-5.027979,50.216161,14/09/2018,9:50:00,2018,9,14,9,50,0,34.5386,289.708,16.558
132,-5.027979,50.216161,14/09/2018,10:00:00,2018,9,14,10,0,0,34.491,289.708,16.558
133,-5.027979,50.216161,14/09/2018,10:10:00,2018,9,14,10,10,0,34.5149,289.708,16.558
134,-5.027979,50.216161,14/09/2018,10:20:00,2018,9,14,10,20,0,34.4007,289.708,16.558
135,-5.027979,50.216161,14/09/2018,10:30:00,2018,9,14,10,30,0,34.344,289.684,16.534
136,-5.027979,50.216161,14/09/2018,10:40:00,2018,9,14,10,40,0,34.4161,289.708,16.558
137,-5.027979,50.216161,14/09/2018,10:50:00,2018,9,14,10,50,0,34.421,289.708,16.558
138,-5.027979,50.216161,14/09/2018,11:00:00,2018,9,14,11,0,0,34.3469,289.732,16.582
139,-5.027979,50.216161,14/09/2018,11:10:00,2018,9,14,11,10,0,34.3005,289.732,16.582
140,-5.027979,50.216161,14/09/2018,11:20:00,2018,9,14,11,20,0,34.2109,289.732,16.582
141,-5.027979,50.216161,14/09/2018,11:30:00,2018,9,14,11,30,0,34.2346,289.732,16.582
142,-5.027979,50.216161,14/09/2018,11:40:00,2018,9,14,11,40,0,34.1515,289.756,16.606
143,-5.027979,50.216161,14/09/2018,11:50:00,2018,9,14,11,50,0,34.1009,289.756,16.606
144,-5.027979,50.216161,15/09/2018,12:00:00,2018,9,15,12,0,0,34.1377,289.756,16.606
145,-5.027979,50.216161,15/09/2018,12:10:00,2018,9,15,12,10,0,34.1058,289.78,16.63
146,-5.027979,50.216161,15/09/2018,12:20:00,2018,9,15,12,20,0,34.1293,289.78,16.63
147,-5.027979,50.216161,15/09/2018,12:30:00,2018,9,15,12,30,0,34.0724,289.756,16.606
148,-5.027979,50.216161,15/09/2018,12:40:00,2018,9,15,12,40,0,34.0874,289.78,16.63
149,-5.027979,50.216161,15/09/2018,12:50:00,2018,9,15,12,50,0,34.0423,289.78,16.63
150,-5.027979,50.216161,15/09/2018,1:00:00,2018,9,15,1,0,0,34.0097,289.804,16.654
151,-5.027979,50.216161,15/09/2018,1:10:00,2018,9,15,1,10,0,34.0004,289.804,16.654
152,-5.027979,50.216161,15/09/2018,1:20:00,2018,9,15,1,20,0,34.006,289.804,16.654
153,-5.027979,50.216161,15/09/2018,1:30:00,2018,9,15,1,30,0,33.9828,289.804,16.654
154,-5.027979,50.216161,15/09/2018,1:40:00,2018,9,15,1,40,0,33.9269,289.804,16.654
155,-5.027979,50.216161,15/09/2018,1:50:00,2018,9,15,1,50,0,33.8944,289.804,16.654
156,-5.027979,50.216161,15/09/2018,2:00:00,2018,9,15,2,0,0,33.8357,289.827,16.677
157,-5.027979,50.216161,15/09/2018,2:10:00,2018,9,15,2,10,0,33.8482,289.804,16.654
158,-5.027979,50.216161,15/09/2018,2:20:00,2018,9,15,2,20,0,33.802,289.804,16.654
159,-5.027979,50.216161,15/09/2018,2:30:00,2018,9,15,2,30,0,33.7781,289.804,16.654
160,-5.027979,50.216161,15/09/2018,2:40:00,2018,9,15,2,40,0,33.7513,289.804,16.654
161,-5.027979,50.216161,15/09/2018,2:50:00,2018,9,15,2,50,0,33.6813,289.804,16.654
162,-5.027979,50.216161,15/09/2018,3:00:00,2018,9,15,3,0,0,33.7222,289.78,16.63
163,-5.027979,50.216161,15/09/2018,3:10:00,2018,9,15,3,10,0,33.7039,289.78,16.63
164,-5.027979,50.216161,15/09/2018,3:20:00,2018,9,15,3,20,0,33.6801,289.78,16.63
165,-5.027979,50.216161,15/09/2018,3:30:00,2018,9,15,3,30,0,33.6021,289.756,16.606
166,-5.027979,50.216161,15/09/2018,3:40:00,2018,9,15,3,40,0,33.5701,289.756,16.606
167,-5.027979,50.216161,15/09/2018,3:50:00,2018,9,15,3,50,0,33.6001,289.756,16.606
168,-5.027979,50.216161,15/09/2018,4:00:00,2018,9,15,4,0,0,33.6645,289.732,16.582
169,-5.027979,50.216161,15/09/2018,4:10:00,2018,9,15,4,10,0,33.5065,289.708,16.558
170,-5.027979,50.216161,15/09/2018,4:20:00,2018,9,15,4,20,0,33.4557,289.708,16.558
171,-5.027979,50.216161,15/09/2018,4:30:00,2018,9,15,4,30,0,33.4512,289.684,16.534
172,-5.027979,50.216161,15/09/2018,4:40:00,2018,9,15,4,40,0,33.4233,289.684,16.534
173,-5.027979,50.216161,15/09/2018,4:50:00,2018,9,15,4,50,0,33.4774,289.661,16.511
174,-5.027979,50.216161,15/09/2018,5:00:00,2018,9,15,5,0,0,33.4403,289.661,16.511
175,-5.027979,50.216161,15/09/2018,5:10:00,2018,9,15,5,10,0,33.4086,289.661,16.511
176,-5.027979,50.216161,15/09/2018,5:20:00,2018,9,15,5,20,0,33.4489,289.613,16.463
177,-5.027979,50.216161,15/09/2018,5:30:00,2018,9,15,5,30,0,33.4322,289.565,16.415
178,-5.027979,50.216161,15/09/2018,5:40:00,2018,9,15,5,40,0,33.4401,289.613,16.463
179,-5.027979,50.216161,15/09/2018,5:50:00,2018,9,15,5,50,0,33.4739,289.589,16.439
180,-5.027979,50.216161,15/09/2018,6:00:00,2018,9,15,6,0,0,33.5474,289.565,16.415
181,-5.027979,50.216161,15/09/2018,6:10:00,2018,9,15,6,10,0,33.663,289.661,16.511
182,-5.027979,50.216161,15/09/2018,6:20:00,2018,9,15,6,20,0,33.6609,289.637,16.487
183,-5.027979,50.216161,15/09/2018,6:30:00,2018,9,15,6,30,0,33.6758,289.613,16.463
184,-5.027979,50.216161,15/09/2018,6:40:00,2018,9,15,6,40,0,33.7219,289.565,16.415
185,-5.027979,50.216161,15/09/2018,6:50:00,2018,9,15,6,50,0,33.7712,289.613,16.463
186,-5.027979,50.216161,15/09/2018,7:00:00,2018,9,15,7,0,0,33.915,289.637,16.487
187,-5.027979,50.216161,15/09/2018,7:10:00,2018,9,15,7,10,0,34.0409,289.637,16.487
188,-5.027979,50.216161,15/09/2018,7:20:00,2018,9,15,7,20,0,34.0761,289.613,16.463
189,-5.027979,50.216161,15/09/2018,7:30:00,2018,9,15,7,30,0,34.2193,289.589,16.439
190,-5.027979,50.216161,15/09/2018,7:40:00,2018,9,15,7,40,0,34.2713,289.589,16.439
191,-5.027979,50.216161,15/09/2018,7:50:00,2018,9,15,7,50,0,34.2407,289.565,16.415
192,-5.027979,50.216161,15/09/2018,8:00:00,2018,9,15,8,0,0,34.2644,289.565,16.415
193,-5.027979,50.216161,15/09/2018,8:10:00,2018,9,15,8,10,0,34.2135,289.589,16.439
194,-5.027979,50.216161,15/09/2018,8:20:00,2018,9,15,8,20,0,34.227,289.565,16.415
195,-5.027979,50.216161,15/09/2018,8:30:00,2018,9,15,8,30,0,34.2271,289.565,16.415
196,-5.027979,50.216161,15/09/2018,8:40:00,2018,9,15,8,40,0,34.1707,289.494,16.344
197,-5.027979,50.216161,15/09/2018,8:50:00,2018,9,15,8,50,0,34.2187,289.518,16.368
198,-5.027979,50.216161,15/09/2018,9:00:00,2018,9,15,9,0,0,34.3084,289.589,16.439
199,-5.027979,50.216161,15/09/2018,9:10:00,2018,9,15,9,10,0,34.2801,289.589,16.439
200,-5.027979,50.216161,15/09/2018,9:20:00,2018,9,15,9,20,0,34.3039,289.613,16.463
201,-5.027979,50.216161,15/09/2018,9:30:00,2018,9,15,9,30,0,34.3655,289.589,16.439
202,-5.027979,50.216161,15/09/2018,9:40:00,2018,9,15,9,40,0,34.364,289.589,16.439
203,-5.027979,50.216161,15/09/2018,9:50:00,2018,9,15,9,50,0,34.3973,289.589,16.439
204,-5.027979,50.216161,15/09/2018,10:00:00,2018,9,15,10,0,0,34.3319,289.661,16.511
205,-5.027979,50.216161,15/09/2018,10:10:00,2018,9,15,10,10,0,34.3234,289.661,16.511
206,-5.027979,50.216161,15/09/2018,10:20:00,2018,9,15,10,20,0,34.348,289.661,16.511
207,-5.027979,50.216161,15/09/2018,10:30:00,2018,9,15,10,30,0,34.2992,289.661,16.511
208,-5.027979,50.216161,15/09/2018,10:40:00,2018,9,15,10,40,0,34.2664,289.661,16.511
209,-5.027979,50.216161,15/09/2018,10:50:00,2018,9,15,10,50,0,34.3176,289.661,16.511
210,-5.027979,50.216161,15/09/2018,11:00:00,2018,9,15,11,0,0,34.2613,289.684,16.534
211,-5.027979,50.216161,15/09/2018,11:10:00,2018,9,15,11,10,0,34.2725,289.78,16.63
212,-5.027979,50.216161,15/09/2018,11:20:00,2018,9,15,11,20,0,34.2757,289.732,16.582
213,-5.027979,50.216161,15/09/2018,11:30:00,2018,9,15,11,30,0,34.2059,289.708,16.558
214,-5.027979,50.216161,15/09/2018,11:40:00,2018,9,15,11,40,0,34.0606,289.804,16.654
215,-5.027979,50.216161,15/09/2018,11:50:00,2018,9,15,11,50,0,34.135,289.78,16.63
216,-5.027979,50.216161,15/09/2018,12:00:00,2018,9,15,12,0,0,34.078,289.756,16.606
217,-5.027979,50.216161,15/09/2018,12:10:00,2018,9,15,12,10,0,34.0977,289.78,16.63
218,-5.027979,50.216161,15/09/2018,12:20:00,2018,9,15,12,20,0,34.0331,289.78,16.63
219,-5.027979,50.216161,15/09/2018,12:30:00,2018,9,15,12,30,0,34.0527,289.78,16.63
220,-5.027979,50.216161,15/09/2018,12:40:00,2018,9,15,12,40,0,34.0621,289.827,16.677
221,-5.027979,50.216161,15/09/2018,12:50:00,2018,9,15,12,50,0,33.9416,289.827,16.677
222,-5.027979,50.216161,15/09/2018,1:00:00,2018,9,15,1,0,0,33.9332,289.875,16.725
223,-5.027979,50.216161,15/09/2018,1:10:00,2018,9,15,1,10,0,33.9046,289.875,16.725
224,-5.027979,50.216161,15/09/2018,1:20:00,2018,9,15,1,20,0,33.9203,289.899,16.749
225,-5.027979,50.216161,15/09/2018,1:30:00,2018,9,15,1,30,0,33.8785,289.994,16.844
226,-5.027979,50.216161,15/09/2018,1:40:00,2018,9,15,1,40,0,33.8841,289.899,16.749
227,-5.027979,50.216161,15/09/2018,1:50:00,2018,9,15,1,50,0,33.8439,289.899,16.749
228,-5.027979,50.216161,15/09/2018,2:00:00,2018,9,15,2,0,0,33.8727,289.851,16.701
229,-5.027979,50.216161,15/09/2018,2:10:00,2018,9,15,2,10,0,33.845,289.875,16.725
230,-5.027979,50.216161,15/09/2018,2:20:00,2018,9,15,2,20,0,33.754,289.97,16.82
231,-5.027979,50.216161,15/09/2018,2:30:00,2018,9,15,2,30,0,33.7773,289.923,16.773
232,-5.027979,50.216161,15/09/2018,2:40:00,2018,9,15,2,40,0,33.7782,289.923,16.773
233,-5.027979,50.216161,15/09/2018,2:50:00,2018,9,15,2,50,0,33.7475,289.923,16.773
234,-5.027979,50.216161,15/09/2018,3:00:00,2018,9,15,3,0,0,33.6691,289.923,16.773
235,-5.027979,50.216161,15/09/2018,3:10:00,2018,9,15,3,10,0,33.6339,289.946,16.796
236,-5.027979,50.216161,15/09/2018,3:20:00,2018,9,15,3,20,0,33.6679,289.994,16.844
237,-5.027979,50.216161,15/09/2018,3:30:00,2018,9,15,3,30,0,33.6311,289.994,16.844
238,-5.027979,50.216161,15/09/2018,3:40:00,2018,9,15,3,40,0,33.5907,289.994,16.844
239,-5.027979,50.216161,15/09/2018,3:50:00,2018,9,15,3,50,0,33.6275,290.065,16.915
240,-5.027979,50.216161,15/09/2018,4:00:00,2018,9,15,4,0,0,33.6192,290.113,16.963
241,-5.027979,50.216161,15/09/2018,4:10:00,2018,9,15,4,10,0,33.5053,290.042,16.892
242,-5.027979,50.216161,15/09/2018,4:20:00,2018,9,15,4,20,0,33.5421,290.042,16.892
243,-5.027979,50.216161,15/09/2018,4:30:00,2018,9,15,4,30,0,33.5284,289.97,16.82
244,-5.027979,50.216161,15/09/2018,4:40:00,2018,9,15,4,40,0,33.5699,290.018,16.868
245,-5.027979,50.216161,15/09/2018,4:50:00,2018,9,15,4,50,0,33.5646,290.042,16.892
246,-5.027979,50.216161,15/09/2018,5:00:00,2018,9,15,5,0,0,33.551,290.018,16.868
247,-5.027979,50.216161,15/09/2018,5:10:00,2018,9,15,5,10,0,33.5091,289.994,16.844
248,-5.027979,50.216161,15/09/2018,5:20:00,2018,9,15,5,20,0,33.5596,289.994,16.844
249,-5.027979,50.216161,15/09/2018,5:30:00,2018,9,15,5,30,0,33.5773,289.97,16.82
250,-5.027979,50.216161,15/09/2018,5:40:00,2018,9,15,5,40,0,33.6525,289.923,16.773
251,-5.027979,50.216161,15/09/2018,5:50:00,2018,9,15,5,50,0,33.648,289.923,16.773
252,-5.027979,50.216161,15/09/2018,6:00:00,2018,9,15,6,0,0,33.725,289.899,16.749
253,-5.027979,50.216161,15/09/2018,6:10:00,2018,9,15,6,10,0,33.6651,289.899,16.749
254,-5.027979,50.216161,15/09/2018,6:20:00,2018,9,15,6,20,0,33.7199,289.875,16.725
255,-5.027979,50.216161,15/09/2018,6:30:00,2018,9,15,6,30,0,33.7153,289.899,16.749
256,-5.027979,50.216161,15/09/2018,6:40:00,2018,9,15,6,40,0,33.7208,289.875,16.725
257,-5.027979,50.216161,15/09/2018,6:50:00,2018,9,15,6,50,0,33.7664,289.875,16.725
258,-5.027979,50.216161,15/09/2018,7:00:00,2018,9,15,7,0,0,33.7873,289.827,16.677
259,-5.027979,50.216161,15/09/2018,7:10:00,2018,9,15,7,10,0,33.8229,289.804,16.654
260,-5.027979,50.216161,15/09/2018,7:20:00,2018,9,15,7,20,0,33.8346,289.756,16.606
261,-5.027979,50.216161,15/09/2018,7:30:00,2018,9,15,7,30,0,33.8609,289.732,16.582
262,-5.027979,50.216161,15/09/2018,7:40:00,2018,9,15,7,40,0,34.0482,289.708,16.558
263,-5.027979,50.216161,15/09/2018,7:50:00,2018,9,15,7,50,0,34.0467,289.661,16.511
264,-5.027979,50.216161,15/09/2018,8:00:00,2018,9,15,8,0,0,34.1296,289.661,16.511
265,-5.027979,50.216161,15/09/2018,8:10:00,2018,9,15,8,10,0,34.1954,289.661,16.511
266,-5.027979,50.216161,15/09/2018,8:20:00,2018,9,15,8,20,0,34.1243,289.637,16.487
267,-5.027979,50.216161,15/09/2018,8:30:00,2018,9,15,8,30,0,34.169,289.613,16.463
